Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
451331;COON MEMORIAL HOSPITAL;08/01/2021;7/31/2022;21
451332;PALACIOS COMMUNITY MEDICAL CENTER;01/01/2021;12/31/2021;17
451333;MARTIN COUNTY HOSPITAL;05/01/2021;4/30/2022;18
451334;PARKVIEW HOSPITAL;06/01/2021;5/31/2022;16
451335;MUENSTER MEMORIAL HOSPITAL;07/01/2021;6/30/2022;18
451337;W.J. MANGOLD MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
451338;CULBERSON HOSPITAL;04/01/2021;3/31/2022;14
451339;THROCKMORTON COUNTY HOSPITAL;01/01/2021;12/31/2021;14
451340;SHAMROCK GENERAL HOSPITAL;10/01/2020;9/30/2021;25
451341;HASKELL MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
451342;MITCHELL COUNTY HOSPITAL;10/01/2020;9/30/2021;25
451343;ELECTRA MEMORIAL HOSPITAL;10/01/2020;9/30/2021;19
451344;HANSFORD COUNTY HOSPITAL DISTRICT;10/01/2020;9/30/2021;22
451345;CROSBYTON CLINIC HOSPITAL;01/01/2021;12/31/2021;2
451346;YOAKUM COMMUNITY HOSPITAL;07/01/2021;6/30/2022;23
451347;COLEMAN COUNTY MEDICAL CENTER;10/01/2020;9/30/2021;25
451348;HEART OF TEXAS HEALTHCARE SYSTEM;04/01/2021;3/31/2022;14
451349;SWISHER MEMORIAL HEALTHCARE SYSTEM;01/01/2021;12/31/2021;26
451350;PLAINS MEMORIAL HOSPITAL;10/01/2020;9/30/2021;17
451351;LYNN COUNTY HOSPITAL;10/01/2020;9/30/2021;24
451352;HARDEMAN COUNTY HOSPITAL;01/01/2021;12/31/2021;24
451353;CRANE COUNTY HOSPITAL DISTRICT;10/01/2020;9/30/2021;15
451354;OLNEY HAMILTON HOSPITAL DISTRICT;03/01/2021;2/28/2022;25
451355;COLLINGSWORTH GENERAL HOSPITAL;10/01/2020;9/30/2021;13
451356;MEMORIAL MEDICAL CENTER;01/01/2021;12/31/2021;25
451358;MEMORIAL HOSPITAL-SEMINOLE;10/01/2020;9/30/2021;25
451359;OCHILTREE GENERAL HOSPITAL;10/01/2020;9/30/2021;25
451360;ST LUKES HEALTH MEMORIAL SAN AUGUST;07/01/2021;6/30/2022;9
451361;PREFERRED HOSPITAL LEASING HEMPHILL;01/01/2021;12/31/2021;25
451362;CLAY COUNTY MEMORIAL HOSPITAL;10/01/2020;9/30/2021;23
451363;JACKSON COUNTY HOSPITAL;10/01/2020;9/30/2021;25
451364;OTTO KAISER MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
451365;ASCENSION SETON HIGHLAND LAKES;07/01/2021;6/30/2022;25
451366;COCHRAN MEMORIAL HOSPITAL;10/01/2020;9/30/2021;18
451367;UT HEALTH EAST TEXAS PITTSBURG;12/01/2020;11/30/2021;25
451369;GOLDEN PLAINS COMMUNITY HOSPITAL;01/01/2021;12/31/2021;25
451370;TMC BONHAM HOSPITAL;01/01/2021;12/31/2021;25
451371;ASCENSION SETON EDGAR B DAVIS;07/01/2021;6/30/2022;23
451372;MULESHOE AREA MEDICAL CENTER;10/01/2020;9/30/2021;25
451373;WARD MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
451374;SCOTT AND WHITE HOSPITAL TAYLOR;01/01/2021;12/31/2021;25
451375;LIBERTY-DAYTON REGIONAL MEDICAL CENT;10/01/2020;9/30/2021;25
451376;LAVACA MEDICAL CENTER;01/01/2021;12/31/2021;25
451377;REEVES COUNTY HOSPITAL;01/01/2021;12/31/2021;25
451378;BIG BEND REGIONAL MED CTR;10/01/2020;9/30/2021;25
451379;CORYELL MEMORIAL HOSPITAL;08/01/2021;7/31/2022;25
451380;UT HEALTH EAST TEXAS QUITMAN HOSPITA;06/01/2021;5/31/2022;25
451381;CHRISTUS MFH WINNSBORO;07/01/2021;6/30/2022;14
451382;COMANCHE COUNTY MEDICAL CENTER;01/01/2021;12/31/2021;25
451384;D.M. COGDELL MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
451385;GOODALL-WITCHER HOSPITAL AUTHORITY;07/01/2021;6/30/2022;25
451386;MOORE COUNTY HOSP. DBA DUMAS MEM HOS;07/01/2021;6/30/2022;19
451387;UVALDE MEMORIAL HOSPITAL;07/01/2021;6/30/2022;21
451389;PECOS COUNTY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
451390;DIMMIT REGIONAL HOSPITAL DISTRICT;10/01/2020;9/30/2021;25
451391;FRIO REGIONAL HOSPITAL;01/01/2021;12/31/2021;22
451392;HAMILTON GENERAL HOSPITAL;10/01/2020;9/30/2021;25
451393;CROCKETT MEDICAL CENTER;01/01/2021;12/31/2021;25
451394;KNOX COUNTY HOSPITAL;10/01/2020;9/30/2021;28
451395;HILL REGIONAL HOSPITAL;06/01/2021;12/31/2021;25
451396;MID COAST MEDICAL CENTER-CENTRAL;01/01/2021;12/31/2021;25
451990;THE LEAVES;01/01/2021;12/31/2021;34
452016;KINDRED HOSPITAL SAN ANTONIO;09/01/2021;8/31/2022;59
452018;TX HLTH SPECIALTY HOSP FORT WORTH;04/01/2021;3/31/2022;15
452022;SSH - DALLAS  INC.;01/01/2021;12/31/2021;86
452023;KINDRED HOSPITAL HOUSTON;09/01/2021;8/31/2022;108
452028;KINDRED HOSPITAL TARRANT COUNTY;09/01/2021;8/31/2022;160
452029;CONTINUECARE HOSPITAL AT HENDRICK MC;09/01/2021;8/31/2022;23
452031;PAM SPECIALITY HOSP OF LUFKIN;07/01/2021;11/30/2021;26
452032;CHG CORNERSTONE HOSP OF HOUSTON;09/01/2021;8/31/2022;74
452034;CORNERSTONE HOSPITAL OF AUSTIN;09/01/2021;8/31/2022;157
452035;MESA HILLS SPECIALTY HOSPITAL;04/01/2021;3/31/2022;32
452038;TEXAS NEURO REHAB CENTER;01/01/2021;12/31/2021;133
452039;KINDRED HOSPITAL HOUSTON NORTHWEST;09/01/2021;8/31/2022;84
452041;CARRUS SPECIALTY HOSPITAL;01/01/2021;12/31/2021;33
452042;CHRISTUS DUBUIS HOSPITAL OF;09/01/2021;8/31/2022;33
452044;LIFECARE SPEC HOSP OF NORTH TEXAS;09/01/2021;8/31/2022;206
452046;HOUSTON HEALTHCARE SPECIALTY HOSP.;08/01/2021;7/31/2022;39
452051;UT HEALTH EAST TEXAS SPECIALTY HOSPI;05/01/2021;4/30/2022;24
452056;POST ACUTE MEDICAL VICTORIA;09/01/2021;8/31/2022;23
452057;NEXUS SPECIALTY HOSPITAL;09/01/2021;8/31/2022;54
452059;PAM SPC HOSP OF SAN ANTONIO MED CTR;09/01/2021;8/31/2022;62
452060;VIBRA  HOSPITAL OF AMARILLO;08/01/2021;7/31/2022;37
452061;PAM SQUARED AT TEXARKANA;09/01/2021;8/31/2022;30
452062;WARM SPRINGS SPECIALITY HOSPITAL;01/01/2021;12/31/2021;42
452067;KPC PROMISE HOSPITAL OF DALLAS;09/01/2021;8/31/2022;66
452068;KPC PROMISE HOSPITAL OF WICHITA FALL;09/01/2021;8/31/2022;31
452073;KINDRED HOSPITAL SAN ANTONIO CENTRAL;06/01/2021;8/31/2021;44
452073;KINDRED HOSPITAL SAN ANTONIO CENTRAL;09/01/2021;8/31/2022;44
452075;KINDRED HOSPITAL CLEAR LAKE;09/01/2021;8/31/2022;110
452079;KINDRED HOSPITAL EL PASO;09/01/2021;8/31/2022;72
452080;KINDRED HOSPITAL SUGAR LAND;09/01/2021;8/31/2022;91
452083;MID JEFFERSON EXTENDED CARE HOSPT.;09/01/2021;8/31/2022;78
452086;PAM SQUARED AT CORPUS CHRISTI;09/01/2021;8/31/2022;41
452087;SSH - LONGVIEW  INC.;01/01/2021;12/31/2021;32
452090;WARM SPRINGS SPECIALTY HOSP OF SA;09/01/2021;8/31/2022;26
452091;TYLER CONTINUECARE HOSPITAL;01/01/2021;12/31/2021;51
452094;VICTORIA WARM SPRINGS SPECIALTY HOSP;01/01/2021;12/31/2021;42
452095;SOLARA HOSPITAL MCALLEN;09/01/2021;8/31/2022;53
452096;LAREDO SPECIALTY HOSPITAL;02/01/2021;1/31/2022;40
452097;VIBRA SPECIALTY HOSP DALLAS;08/01/2021;7/31/2022;60
452100;MESQUITE SPECIALTY HOSPITAL;06/01/2021;5/31/2022;40
452101;SOLARA HOSPITAL HARLINGEN;08/01/2021;7/31/2022;82
452102;COVENANT SPECIALTY HOSPITAL;07/01/2021;6/30/2022;56
452105;BAYLOR SCOTT & WHITE CONTINUING CARE;01/01/2021;12/31/2021;48
452106;POST ACUTE MEDICAL OF NEW BRAUNFELS;10/01/2020;9/30/2021;40
452107;SOLARA HOSPITAL CONROE;09/01/2021;8/31/2022;41
452108;KINDRED HOSPITAL DALLAS CENTRAL;09/01/2021;8/31/2022;40
452111;ATRIUM MEDICAL CENTER;12/01/2020;11/30/2021;18
452114;ATRIUM MEDICAL CENTER;10/01/2020;9/30/2021;68
452118;HOUSTON METHODIST ST. CATHERINE LTAC;01/01/2021;12/31/2021;124
452121;CONTINUECARE HOSPITAL AT MEDICAL CEN;02/01/2021;1/31/2022;25
452122;EL PASO LTAC HOSPITAL;01/01/2021;12/31/2021;33
453025;MEMORIAL HERMANN TIRR;01/01/2021;12/31/2021;134
453029;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;74
453031;ENCOMPASS HEALTH REHABILITATION HOSP;06/01/2021;5/31/2022;108
453035;SA WARM SPRINGS REHAB HOSP;06/01/2021;5/31/2022;134
453036;BAYLOR INSTITUTE FOR REHABILITATION;07/01/2021;6/30/2022;92
453040;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;85
453042;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;77
453047;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;83
453048;PAM SQUARED AT BEAUMONT;01/01/2021;12/31/2021;61
453053;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;60
453054;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;63
453056;CHRISTUS TRINITY MOTHER FRANCES REHA;01/01/2021;12/31/2021;94
453057;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;80
453059;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;84
453065;CHRISTUS ST MICHAEL REHAB HOSPITAL;07/01/2021;6/30/2022;50
453072;UT HEALTH EAST TEXAS REHAB HOSPITAL;08/01/2021;7/31/2022;49
453086;HIGHLANDS REGIONAL REHAB HOSPITAL;01/01/2021;11/30/2021;41
453091;WESLACO REGIONAL REHABILITATION HOSP;01/01/2021;12/31/2021;32
453092;SOUTH TEXAS REHABILITATION HOSPITAL;01/01/2021;12/31/2021;40
453096;VIBRA REHABILITATION HOSPITAL OF AMA;08/01/2021;7/31/2022;44
453300;COOK CHILDRENS MEDICAL CENTER;10/01/2020;9/30/2021;427
453301;DRISCOLL CHILDRENS HOSPITAL;09/01/2021;8/31/2022;191
453302;CHILDRENS MEDICAL CENTER OF DALLAS;01/01/2021;12/31/2021;378
453304;TEXAS CHILDRENS HOSPITAL;10/01/2020;9/30/2021;861
453306;COVENANT CHILDRENS HOSPITAL;07/01/2021;6/30/2022;181
453308;OUR CHILDRENS HOUSE;01/01/2021;12/31/2021;39
453309;HEALTHBRIDGE CHILDRENS HOSPITAL OF;01/01/2021;12/31/2021;
453310;DELL CHILDRENS MEDICAL CENTER;07/01/2021;6/30/2022;226
453311;SHRINERS HOSP FOR CHILDREN GALVESTON;01/01/2021;12/31/2021;
453313;EL PASO CHILDRENS HOSPITAL;10/01/2020;9/30/2021;122
453314;TEXAS SCOTTISH RITE HOSPITAL FOR CRI;10/01/2020;9/30/2021;
453315;CHILDRENS HOSPITAL OF SAN ANTONIO;07/01/2021;6/30/2022;174
453316;CHILDRENS MEDICAL CENTER OF PLANO;01/01/2021;12/31/2021;72
454000;BIG SPRING STATE HOSPITAL;09/01/2021;8/31/2022;144
454006;TERRELL STATE HOSPITAL;09/01/2021;8/31/2022;305
454008;NTSH - WITCHITA FALLS & VERNON;09/01/2021;8/31/2022;575
454009;RUSK STATE HOSPITAL;09/01/2021;8/31/2022;259
454011;SAN ANTONIO STATE HOSPITAL;09/01/2021;8/31/2022;262
454012;MILLWOOD HOSPITAL;01/01/2021;12/31/2021;134
454014;KERRVILLE STATE HOSPITAL;09/01/2021;8/31/2022;220
454018;RED RIVER HOSPITAL;01/01/2021;12/31/2021;96
454026;WEST OAKS HOSPITAL;01/01/2021;12/31/2021;160
454029;ASCENSION SETON SHOAL CREEK;07/01/2021;6/30/2022;39
454050;GLEN OAKS HOSPITAL;01/01/2021;12/31/2021;54
454060;LAUREL RIDGE HOSPITAL;01/01/2021;12/31/2021;330
454064;RIVER CREST HOSPITAL;01/01/2021;12/31/2021;80
454065;HICKORY TRAIL HOSPITAL;08/01/2021;7/31/2022;86
454069;AUSTIN LAKES HOSPITAL;01/01/2021;12/31/2021;58
454076;HARRIS CO PSYCHIATRIC CENTER;09/01/2021;8/31/2022;296
454083;INTRACARE NORTH HOSPITAL;01/01/2021;12/31/2021;90
454084;AUSTIN STATE HOSPITAL;09/01/2021;8/31/2022;199
454088;RIO GRANDE STATE CENTER;09/01/2021;8/31/2022;78
454093;SUNRISE CANYON HOSPITAL;09/01/2021;8/31/2022;30
454094;MEDICAL CITY GREEN OAKS HOSPITAL;09/01/2021;8/31/2022;124
454100;EL PASO PSYCHIATRIC CENTER;09/01/2021;8/31/2022;74
454101;ALLEGIANCE BEHAVIORAL CTR OF PLAINVI;01/01/2021;12/31/2021;20
454103;KINGWOOD PINES HOSPITAL;01/01/2021;12/31/2021;116
454104;UBH DENTON HOSPITAL;01/01/2021;12/31/2021;104
454107;BEHAVIORAL HOSPITAL OF BELLAIRE;01/01/2021;12/31/2021;122
454108;CYPRESS CREEK HOSPITAL;01/01/2021;12/31/2021;128
454109;UBH EL PASO HOSPITAL;01/01/2021;12/31/2021;166
454110;OCEANS BEHAV HOSP OF PERMIAN BASIN;01/01/2021;12/31/2021;62
454114;CEDAR CREST HOSPITAL;01/01/2021;12/31/2021;158
454117;OCEANS BEHAVIORAL HOSPITAL OF LONGV;01/01/2021;12/31/2021;24
454118;LONESTAR BEHAVIORAL HEALTH;01/01/2021;12/31/2021;24
454119;CARROLLTON SPRINGS;01/01/2021;12/31/2021;78
454121;AUSTIN OAKS HOSPITAL;08/01/2021;7/31/2022;80
454122;OCEANS BEHAVIORAL HOSPITAL OF ABILEN;01/01/2021;12/31/2021;90
454123;OCEANS BEHAVIORAL HOSPITAL OF LUFKIN;01/01/2021;12/31/2021;24
454124;MESA SPRINGS;01/01/2021;12/31/2021;72
454126;DALLAS BEHAVIORAL HEALTHCARE;01/01/2021;12/31/2021;116
454127;ROCK SPRINGS;01/01/2021;12/31/2021;72
454128;WELLBRIDGE HEALTHCARE FORT WORTH;01/01/2021;12/31/2021;48
454129;GEORGETOWN BEHAVIORAL HEALTH;01/01/2021;12/31/2021;118
454130;WELLBRIDGE HEALTHCARE GREATER DALLAS;01/01/2021;12/31/2021;48
454131;WESTPARK SPRINGS;01/01/2021;12/31/2021;72
454132;SAN ANTONIO BEHAVIORAL HEALTHCARE;01/01/2021;12/31/2021;198
454133;CROSS CREEK HOSPITAL;01/01/2021;12/31/2021;90
454134;HAVEN BEHAVIORAL HOSPITAL OF FRISCO;01/01/2021;12/31/2021;70
454135;HOUSTON BEHAVIORAL HEALTHCARE;01/01/2021;12/31/2021;163
454136;OCEANS BEHAVIORAL HOSPITAL OF KATY;01/01/2021;12/31/2021;48
454138;GARLAND BEHAVIORAL HOSPITAL;05/01/2021;9/15/2021;72
454139;SUN BEHAVIORAL HOUSTON;01/01/2021;12/31/2021;148
454141;PALMS BEHAVIORAL HEALTH;01/01/2021;12/31/2021;94
454144;WOODLAND SPRINGS;01/01/2021;12/31/2021;96
454146;RIO VISTA BEHAVIORAL HEALTH;01/01/2021;12/31/2021;80
454147;OCEANS BEHAVIORAL HOSPITAL PASADENA;01/01/2021;12/31/2021;40
454148;PERIMETER HOSPITAL OF ARLINGTON;01/01/2021;12/31/2021;76
454149;PERIMETER BEHAVIORAL HOSPITAL OF DAL;01/01/2021;12/31/2021;77
454150;OCEANS BEHAVIORAL HOSPITAL WACO;01/01/2021;12/31/2021;48
454151;MEDICAL BEHAVIORAL HOSPITAL OF CLEAR;12/22/2020;12/31/2021;92
454152;CANYON CREEK HOSPITAL;12/31/2020;5/31/2021;17
454152;CANYON CREEK HOSPITAL;06/01/2021;5/31/2022;46
454153;CARRUS BEHAVIORAL HEALTH;04/09/2021;12/31/2021;
454154;OCEANS BEHAVIORAL HOSPITAL AMARILLO;3/16/2021;12/31/2021;28
460001;UTAH VALLEY HOSPITAL;01/01/2021;12/31/2021;383
460003;SALT LAKE REGIONAL MEDICAL CENTER;09/01/2021;8/31/2022;136
460004;MCKAY-DEE HOSPITAL;01/01/2021;12/31/2021;307
460005;OGDEN REGIONAL MEDICAL CENTER;06/01/2021;5/31/2022;201
460006;LDS HOSPITAL;01/01/2021;12/31/2021;256
460007;CEDAR CITY HOSPITAL;01/01/2021;12/31/2021;48
460009;U OF U HOSPITALS & CLINICS;07/01/2021;6/30/2022;784
460010;INTERMOUNTAIN MEDICAL CENTER;01/01/2021;12/31/2021;510
460011;CASTLEVIEW HOSPITAL;01/01/2021;12/31/2021;39
460013;MOUNTAIN VIEW HOSPITAL;09/01/2021;8/31/2022;124
460014;MOUNTAIN WEST MEDICAL CENTER;01/01/2021;12/31/2021;36
460015;LOGAN REGIONAL HOSPITAL;01/01/2021;12/31/2021;132
460017;BRIGHAM CITY COMMUNITY HOSPITAL;09/01/2021;8/31/2022;40
460019;UINTAH BASIN MEDICAL CENTER;07/01/2021;6/30/2022;33
460021;ST GEORGE REGIONAL HOSPITAL;01/01/2021;12/31/2021;284
460023;AMERICAN FORK HOSPITAL;01/01/2021;12/31/2021;78
460026;SEVIER VALLEY HOSPITAL;01/01/2021;12/31/2021;24
460030;ASHLEY REGIONAL MEDICAL CENTER;02/01/2021;1/31/2022;39
460039;BEAR RIVER VALLEY HOSPITAL;01/01/2021;12/31/2021;14
460041;DAVIS HOSPITAL & MEDICAL CENTER;04/01/2021;3/31/2022;200
460042;LAKEVIEW HOSPITAL;10/01/2020;9/30/2021;92
460043;OREM COMMUNITY HOSPITAL;01/01/2021;12/31/2021;21
460044;ALTA VIEW HOSPITAL;01/01/2021;12/31/2021;57
460047;ST MARKS HOSPITAL;07/01/2021;6/30/2022;294
460049;THE ORTHOPEDIC SPECIALTY HOSPITAL;01/01/2021;12/31/2021;40
460051;JORDAN VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;303
460052;TIMPANOGOS REGIONAL HOSPITAL;01/01/2021;12/31/2021;117
460054;CACHE VALLEY HOSPITAL;04/01/2021;3/31/2022;28
460057;PARK CITY HOSPITAL;01/01/2021;12/31/2021;37
460058;RIVERTON HOSPITAL;01/01/2021;12/31/2021;87
460060;LONE PEAK HOSPITAL;07/01/2021;6/30/2022;59
460061;LAYTON HOSPITAL;01/01/2021;12/31/2021;36
460062;SPANISH FORK HOSPITAL;06/11/2021;12/31/2021;16
461300;DELTA COMMUNITY HOSPITAL;01/01/2021;12/31/2021;18
461301;FILLMORE COMMUNITY HOSPITAL;01/01/2021;12/31/2021;7
461302;MOAB REGIONAL HOSPITAL;01/01/2021;12/31/2021;17
461303;SANPETE VALLEY HOSPITAL;01/01/2021;12/31/2021;18
461304;CENTRAL VALLEY MEDICAL CENTER;07/01/2021;6/30/2022;25
461305;MILFORD VALLEY MEMORIAL HOSPITAL;01/01/2021;12/31/2021;23
461306;GUNNISON VALLEY HOSPITAL;07/01/2021;6/30/2022;25
461307;HEBER VALLEY HOSPITAL;01/01/2021;12/31/2021;19
461308;SAN JUAN HEALTH SERVICES DISTRICT;01/01/2021;12/31/2021;21
461309;KANE COUNTY HOSPITAL;01/01/2021;12/31/2021;25
461310;BLUE MOUNTAIN HOSPITAL;10/01/2020;9/30/2021;11
461333;GARFIELD MEMORIAL HOSPITAL;01/01/2021;12/31/2021;36
461335;BEAVER VALLEY HOSPITAL;07/01/2021;6/30/2022;25
462003;WESTERN PEAKS SPECIALTY HOSPITAL;01/01/2021;12/31/2021;124
462004;KPC PROMISE HOSPITAL OF SALT LAKE;09/01/2021;8/31/2022;41
462005;UTAH VALLEY SPECIALTY HOSPITAL;07/01/2021;6/30/2022;40
463025;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;84
463027;NORTHERN UTAH REHABILITATION HOSPITA;01/01/2021;12/31/2021;40
463301;PRIMARY CHILDRENS HOSPITAL;01/01/2021;12/31/2021;287
464001;UTAH STATE HOSPITAL;07/01/2021;6/30/2022;355
464007;BENCHMARK BEHAVIORAL HEALTH SYSTEM;07/01/2021;6/30/2022;
464012;MARIAN CENTER;01/01/2021;12/31/2021;12
464013;SALT LAKE CITY BEHAVIORAL HEALTH;01/01/2021;12/31/2021;118
464014;PROVO CANYON HOSPITAL;01/01/2021;12/31/2021;80
464015;HIGHLAND RIDGE HOSPITAL;01/01/2021;12/31/2021;83
470001;CENTRAL VERMONT HOSPITAL;10/01/2020;9/30/2021;88
470003;UNIVERSITY OF VERMONT MEDICAL CENTER;10/01/2020;9/30/2021;482
470005;RUTLAND REGIONAL MEDICAL CENTER;10/01/2020;9/30/2021;119
470011;BRATTLEBORO MEMORIAL HOSPITAL;10/01/2020;9/30/2021;47
470012;SOUTHWESTERN VERMONT MEDICAL CENTER;10/01/2020;9/30/2021;78
470024;NORTHWESTERN MEDICAL CENTER;10/01/2020;9/30/2021;53
471300;GRACE COTTAGE HOSPITAL;10/01/2020;9/30/2021;19
471301;GIFFORD MEDICAL CENTER;10/01/2020;9/30/2021;25
471302;MT ASCUTNEY HOSPITAL AND HEALTH CENT;10/01/2020;9/30/2021;35
471303;NORTHEASTERN VT REGIONAL HOPSITAL;10/01/2020;9/30/2021;25
471304;NORTH COUNTRY HOSPITAL & HEALTH CTR;10/01/2020;9/30/2021;25
471305;COPLEY HOSPITAL  INC.;10/01/2020;9/30/2021;25
471306;SPRINGFIELD HOSPITAL;10/01/2020;9/30/2021;35
471307;PORTER HOSPITAL;10/01/2020;9/30/2021;25
474001;BRATTLEBORO RETREAT;01/01/2021;12/31/2021;108
474004;VERMONT PSYCHIATRIC CARE HOSPITAL;07/01/2021;6/30/2022;25
480001;ROY L SCHNEIDER HOSPITAL;10/01/2020;9/30/2021;149
480002;GOV. JUAN F. LUIS HOSPITAL;10/01/2020;9/30/2021;77
490001;NORTON COMMUNITY HOSPITAL  INC.;10/01/2020;2/27/2021;73
490002;RUSSELL COUNTY HOSPITAL;10/01/2020;9/30/2021;48
490004;SENTARA RMH MEDICAL CENTER;01/01/2021;12/31/2021;238
490005;WINCHESTER MEDICAL CENTER;10/01/2020;9/30/2021;512
490007;SENTARA NORFOLK GENERAL HOSPITAL;01/01/2021;12/31/2021;528
490009;UNIVERSITY OF VIRGINIA MEDICAL CENTE;07/01/2021;6/30/2022;681
490013;HALIFAX REGIONAL HOSPITAL;01/01/2021;12/31/2021;44
490017;MARYVIEW HOSPITAL;09/01/2021;8/31/2022;203
490018;AUGUSTA MEDICAL CENTER;01/01/2021;12/31/2021;256
490019;CULPEPER MEMORIAL HOSPITAL;01/01/2021;12/31/2021;70
490020;JOHN RANDOLPH MEDICAL CENTER;01/01/2021;12/31/2021;147
490021;CENTRA HEALTH;01/01/2021;12/31/2021;661
490022;MARY WASHINGTON HOSPITAL;01/01/2021;12/31/2021;431
490023;FAUQUIER HOSPITAL;11/01/2020;10/31/2021;97
490024;CARILION MEDICAL CENTER;10/01/2020;9/30/2021;722
490032;VCU HEALTH SYSTEM MCV HOSPITAL;07/01/2021;6/30/2022;711
490033;WARREN MEMORIAL HOSPITAL;10/01/2020;9/30/2021;166
490037;SHORE MEMORIAL HOSPITAL;01/01/2021;12/31/2021;52
490038;SMYTH COUNTY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;152
490040;INOVA ALEXANDRIA HOSPITAL;01/01/2021;12/31/2021;318
490041;MARY IMMACULATE HOSPITAL;09/01/2021;8/31/2022;114
490042;CARILION NEW RIVER VALLEY MED CENTER;10/01/2020;9/30/2021;130
490043;INOVA LOUDOUN HOSPITAL CENTER;01/01/2021;12/31/2021;311
490044;SENTARA OBICI HOSPITAL;01/01/2021;12/31/2021;199
490045;UVA HEALTH PRINCE WILLIAM MEDICAL;01/01/2021;12/31/2021;132
490046;SENTARA LEIGH HOSPITAL;01/01/2021;12/31/2021;274
490048;LEWIS GALE MEDICAL CENTER;01/01/2021;12/31/2021;367
490050;VIRGINIA HOSPITAL CENTER ARLINGTON;01/01/2021;12/31/2021;433
490052;RIVERSIDE REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;398
490053;JOHNSTON MEMORIAL HOSPITAL;07/01/2021;6/30/2022;100
490057;SENTARA VA. BEACH GENERAL HOSPITAL;01/01/2021;12/31/2021;271
490059;ST. MARYS HOSPITAL;09/01/2021;8/31/2022;481
490060;CLINCH VALLEY MEDICAL CENTER;12/01/2020;11/30/2021;175
490063;INOVA FAIRFAX HOSPITAL;01/01/2021;12/31/2021;897
490066;SENTARA WILLIAMSBURG REGIONAL MEDICA;01/01/2021;12/31/2021;22
490067;SOUTHSIDE REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;307
490069;MEMORIAL REGIONAL MEDICAL CENTER;09/01/2021;8/31/2022;199
490075;DANVILLE REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;319
490077;SENTARA MARTHA JEFFERSON HOSPITAL;01/01/2021;12/31/2021;150
490084;VCU HEALTH TAPPAHANNOCK HOSPITAL;01/01/2021;6/30/2021;67
490084;VCU HEALTH TAPPAHANNOCK HOSPITAL;07/01/2021;6/30/2022;67
490088;BEDFORD MEMORIAL HOSPITAL;01/01/2021;12/31/2021;144
490089;CARILION FRANKLIN MEMORIAL HOSPITAL;10/01/2020;9/30/2021;37
490090;SOUTHSIDE COMMUNITY HOSPITAL;01/01/2021;12/31/2021;78
490092;SOUTHAMPTON MEMORIAL HOSPITAL;01/01/2021;12/31/2021;204
490093;SENTARA CAREPLEX HOSPITAL;01/01/2021;12/31/2021;169
490094;RICHMOND COMMUNITY HOSPITAL;09/01/2021;8/31/2022;96
490097;SOUTHERN VIRGINIA REGIONAL MED. CTR.;01/01/2021;12/31/2021;80
490098;COMMUNITY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;210
490101;INOVA FAIR OAKS HOSPITAL;01/01/2021;12/31/2021;165
490104;HIRAM W DAVIS MEDICAL CENTER - MS;07/01/2021;6/30/2022;361
490107;RESTON HOSPITAL;01/01/2021;12/31/2021;209
490110;LEWISGALE HOSPITAL - MONTGOMERY;10/01/2020;9/30/2021;92
490111;WYTHE COUNTY COMMUNITY HOSPITAL;11/01/2020;10/31/2021;100
490112;CJW MEDICAL CENTER;09/01/2021;8/31/2022;793
490113;SENTARA NORTHERN VIRGINIA MED CTR;01/01/2021;12/31/2021;147
490114;LONESOME PINE HOSPITAL;07/01/2021;6/30/2022;136
490115;TWIN COUNTY REGIONAL HOSPITAL;10/01/2020;9/30/2021;141
490116;LEWISGALE HOSPITAL-PULASKI;09/01/2021;8/31/2022;60
490117;CARILION TAZEWELL COMMUNITY HOSPITAL;10/01/2020;9/30/2021;23
490118;HENRICO DOCTORS HOSPITAL;04/01/2021;3/31/2022;766
490119;SENTARA PRINCESS ANNE HOSPITAL;01/01/2021;12/31/2021;174
490120;CHESAPEAKE GENERAL HOSPITAL;07/01/2021;6/30/2022;302
